id,library_index,status,family,preinsert_task_rank,seated_task_rank,preinsert_compatible,seated_compatible,required_aperture_m,quality,seated_pcb_clearance_m,preinsert_pcb_clearance_m,collision_free_insertion_travel_m,remaining_to_seat_at_collision_m,limiting_gripper_component,T_P_E_00,T_P_E_01,T_P_E_02,T_P_E_03,T_P_E_10,T_P_E_11,T_P_E_12,T_P_E_13,T_P_E_20,T_P_E_21,T_P_E_22,T_P_E_23,T_P_E_30,T_P_E_31,T_P_E_32,T_P_E_33
g_5d7b55b6799c1fa2,0,rejected_preinsert_pcb_collision,close_y_approach_+x,,,False,False,0.007620000124,0.855772688213,-0.099489998287,-0.059489998287,0.0,0.04,body,0.262481130709,0.0,0.964937125424,0.008915970987,0.0,1.0,0.0,0.007062596679,-0.964937125424,0.0,0.262481130709,0.006383378537,0.0,0.0,0.0,1.0
g_860aab6eff8cf878,1,rejected_preinsert_pcb_collision,close_y_approach_+x,,,False,False,0.007620000124,0.855153634693,-0.099489998287,-0.059489998287,0.0,0.04,body,0.262481130709,0.0,0.964937125424,0.009956657074,0.0,1.0,0.0,0.007062596679,-0.964937125424,0.0,0.262481130709,0.006394034867,0.0,0.0,0.0,1.0
g_33d46fbb1f18c313,2,rejected_preinsert_pcb_collision,close_y_approach_-x,,,False,False,0.007620000124,0.844851852881,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.262481130709,0.0,-0.964937125424,0.009956657074,0.0,1.0,0.0,0.007062596679,0.964937125424,0.0,-0.262481130709,0.006394034867,0.0,0.0,0.0,1.0
g_b45b19dc660b31f0,3,rejected_preinsert_pcb_collision,close_y_approach_-x,,,False,False,0.007620000124,0.84423279936,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.262481130709,0.0,-0.964937125424,0.008915970987,0.0,1.0,0.0,0.007062596679,0.964937125424,0.0,-0.262481130709,0.006383378537,0.0,0.0,0.0,1.0
g_7a703a5a6c7846e7,4,rejected_contact_region,close_z_approach_-x,,,False,False,0.010794999599,0.831199236951,,,,,,-0.501361015315,0.0,-0.86523819398,0.018567153713,-0.86523819398,0.0,0.501361015315,0.003784756078,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_ee8cf9a9546e50b6,5,rejected_contact_region,close_z_approach_+x,,,False,False,0.010794999599,0.831061623408,,,,,,-0.257300020554,0.0,0.966331568057,0.01596605124,0.966331568057,0.0,0.257300020554,0.00395025397,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_841f3c17ce187e01,6,rejected_contact_region,close_z_approach_+x,,,False,False,0.010794999599,0.830838525661,,,,,,0.001572278739,0.0,0.999998763969,0.01596605124,0.999998763969,0.0,-0.001572278739,0.00395025397,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_23d50d79235f222a,7,rejected_contact_region,close_z_approach_-x,,,False,False,0.010794999599,0.830738537646,,,,,,-0.260337429835,0.0,-0.965517696693,0.019533839753,-0.965517696693,0.0,0.260337429835,0.004087887258,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_5957f780b2aeb582,8,rejected_contact_region,close_z_approach_-x,,,False,False,0.010794999599,0.830525767227,,,,,,-0.001572278739,0.0,-0.999998763969,0.019533839753,-0.999998763969,0.0,0.001572278739,0.004087887258,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_015d0ee582509649,9,rejected_contact_region,close_z_approach_+x,,,False,False,0.010794999599,0.830460364211,,,,,,-0.257300020554,0.0,0.966331568057,0.01699139413,0.966331568057,0.0,0.257300020554,0.00390061189,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_3d5f543e080d8c2f,10,rejected_contact_region,close_z_approach_-x,,,False,False,0.010794999599,0.830257077009,,,,,,0.257300020554,0.0,-0.966331568057,0.020349454955,-0.966331568057,0.0,-0.257300020554,0.003972025733,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_379ffc3cf509f6e2,11,rejected_contact_region,close_z_approach_-x,,,False,False,0.010794999599,0.83021326956,,,,,,-0.260337429835,0.0,-0.965517696693,0.018567153713,-0.965517696693,0.0,0.260337429835,0.003784756078,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_af2653888bcdfbe1,12,rejected_contact_region,close_z_approach_+x,,,False,False,0.010794999599,0.830208144714,,,,,,0.001572278739,0.0,0.999998763969,0.01699139413,0.999998763969,0.0,-0.001572278739,0.00390061189,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_21f1a4cff4a618dc,13,rejected_contact_region,close_z_approach_+x,,,False,False,0.010794999599,0.830071999342,,,,,,0.260337429835,0.0,0.965517696693,0.01596605124,0.965517696693,0.0,-0.260337429835,0.00395025397,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_5e0f72f99e590859,14,rejected_contact_region,close_z_approach_-x,,,False,False,0.010794999599,0.829931786753,,,,,,-0.001572278739,0.0,-0.999998763969,0.018567153713,-0.999998763969,0.0,0.001572278739,0.003784756078,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_5a0828e4192f18c9,15,rejected_contact_region,close_z_approach_+x,,,False,False,0.010794999599,0.829542599953,,,,,,-0.257300020554,0.0,0.966331568057,0.018567153713,0.966331568057,0.0,0.257300020554,0.003784756078,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_2ca41c70c936837c,16,rejected_contact_region,close_z_approach_+x,,,False,False,0.010794999599,0.829455456065,,,,,,0.260337429835,0.0,0.965517696693,0.01699139413,0.965517696693,0.0,-0.260337429835,0.00390061189,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_583201ece1601c63,17,rejected_contact_region,close_z_approach_-x,,,False,False,0.010794999599,0.829259426096,,,,,,-0.260337429835,0.0,-0.965517696693,0.01699139413,-0.965517696693,0.0,0.260337429835,0.00390061189,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_9caf34e78f441a24,18,rejected_contact_region,close_z_approach_+x,,,False,False,0.010794999599,0.829239329267,,,,,,0.001572278739,0.0,0.999998763969,0.018567153713,0.999998763969,0.0,-0.001572278739,0.003784756078,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_f436728a44ad8d90,19,rejected_contact_region,close_z_approach_-x,,,False,False,0.010794999599,0.829168668132,,,,,,0.257300020554,0.0,-0.966331568057,0.018567153713,-0.966331568057,0.0,-0.257300020554,0.003784756078,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_21639b9087218d9d,20,rejected_contact_region,close_z_approach_-x,,,False,False,0.010794999599,0.828962971306,,,,,,-0.001572278739,0.0,-0.999998763969,0.01699139413,-0.999998763969,0.0,0.001572278739,0.00390061189,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_1dc5dda263eafad6,21,rejected_contact_region,close_z_approach_+x,,,False,False,0.010794999599,0.828920385878,,,,,,-0.257300020554,0.0,0.966331568057,0.019533839753,0.966331568057,0.0,0.257300020554,0.004087887258,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_ec926601f8044204,22,rejected_contact_region,close_z_approach_+x,,,False,False,0.010794999599,0.828645348793,,,,,,0.001572278739,0.0,0.999998763969,0.019533839753,0.999998763969,0.0,-0.001572278739,0.004087887258,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_b3456311104e972b,23,rejected_contact_region,close_z_approach_-x,,,False,False,0.010794999599,0.82864288282,,,,,,-0.260337429835,0.0,-0.965517696693,0.01596605124,-0.965517696693,0.0,0.260337429835,0.00395025397,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_df69da8e2f254701,24,rejected_contact_region,close_z_approach_+x,,,False,False,0.010794999599,0.828585027113,,,,,,0.501361015315,0.0,0.86523819398,0.018567153713,0.86523819398,0.0,-0.501361015315,0.003784756078,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_69fada9cee056005,25,rejected_contact_region,close_z_approach_+x,,,False,False,0.010794999599,0.828501612602,,,,,,0.260337429835,0.0,0.965517696693,0.018567153713,0.965517696693,0.0,-0.260337429835,0.003784756078,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_f3c405f258c6a578,26,rejected_contact_region,close_z_approach_-x,,,False,False,0.010794999599,0.828332590359,,,,,,-0.001572278739,0.0,-0.999998763969,0.01596605124,-0.999998763969,0.0,0.001572278739,0.00395025397,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_7dd76e6c0c8a8b5e,27,rejected_contact_region,close_z_approach_-x,,,False,False,0.010794999599,0.828250903874,,,,,,0.257300020554,0.0,-0.966331568057,0.01699139413,-0.966331568057,0.0,-0.257300020554,0.00390061189,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_a250c85c51ee82dc,28,rejected_preinsert_pcb_collision,close_y_approach_+x,,,False,False,0.007620000124,0.828239129933,-0.099489998287,-0.059489998287,0.0,0.04,body,0.503281408452,0.0,0.864122574585,0.01028842709,0.0,1.0,0.0,0.007062596679,-0.864122574585,0.0,0.503281408452,0.005400934226,0.0,0.0,0.0,1.0
g_d2ddb33f05213aad,29,rejected_contact_region,close_z_approach_+x,,,False,False,0.010794999599,0.827976344516,,,,,,0.260337429835,0.0,0.965517696693,0.019533839753,0.965517696693,0.0,-0.260337429835,0.004087887258,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_2f1b28b77a00cc73,30,rejected_contact_region,close_z_approach_-x,,,False,False,0.010794999599,0.827649644677,,,,,,0.257300020554,0.0,-0.966331568057,0.01596605124,-0.966331568057,0.0,-0.257300020554,0.00395025397,0.0,1.0,0.0,0.010034142733,0.0,0.0,0.0,1.0
g_6fa1df0da179a91c,31,rejected_preinsert_pcb_collision,close_y_approach_+x,,,False,False,0.007620000124,0.827594082043,-0.099489998287,-0.059489998287,0.0,0.04,body,0.503281408452,0.0,0.864122574585,0.011199375899,0.0,1.0,0.0,0.007062596679,-0.864122574585,0.0,0.503281408452,0.005921729286,0.0,0.0,0.0,1.0
g_d6562300aecd26c3,32,rejected_preinsert_pcb_collision,close_y_approach_+x,,,False,False,0.007620000124,0.825516681803,-0.099489998287,-0.059489998287,0.0,0.04,body,0.262481130709,0.0,0.964937125424,0.014834860777,0.0,1.0,0.0,0.007062596679,-0.964937125424,0.0,0.262481130709,0.006478134328,0.0,0.0,0.0,1.0
g_3cdb921d5d0922e3,33,rejected_preinsert_pcb_collision,close_y_approach_+x,,,False,False,0.007620000124,0.824831238653,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.255153235504,0.0,0.966900629026,0.014834860777,0.0,1.0,0.0,0.007062596679,-0.966900629026,0.0,-0.255153235504,0.006478134328,0.0,0.0,0.0,1.0
g_def290584f285018,34,rejected_preinsert_pcb_collision,close_y_approach_-x,,,False,False,0.007620000124,0.824792935658,-0.099489998287,-0.059489998287,0.0,0.04,body,0.255153235504,0.0,-0.966900629026,0.019960435268,0.0,1.0,0.0,0.007062596679,0.966900629026,0.0,0.255153235504,0.006398011224,0.0,0.0,0.0,1.0
g_317149df87500937,35,rejected_preinsert_pcb_collision,close_y_approach_+x,,,False,False,0.007620000124,0.824774974916,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.496711397348,0.0,0.867915772264,0.013157958395,0.0,1.0,0.0,0.007062596679,-0.867915772264,0.0,-0.496711397348,0.006313412288,0.0,0.0,0.0,1.0
g_8af70c19411ffdb9,36,rejected_preinsert_pcb_collision,close_y_approach_-x,,,False,False,0.007620000124,0.824742876414,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.003793197679,0.0,-0.9999928058,0.019960435268,0.0,1.0,0.0,0.007062596679,0.9999928058,0.0,-0.003793197679,0.006398011224,0.0,0.0,0.0,1.0
g_78248d68fa70afde,37,rejected_preinsert_pcb_collision,close_y_approach_+x,,,False,False,0.007620000124,0.824552210735,-0.099489998287,-0.059489998287,0.0,0.04,body,0.262481130709,0.0,0.964937125424,0.016516172388,0.0,1.0,0.0,0.007062596679,-0.964937125424,0.0,0.262481130709,0.00627431571,0.0,0.0,0.0,1.0
g_2cd1ffc2e9cc7f4a,38,rejected_preinsert_pcb_collision,close_y_approach_-x,,,False,False,0.007620000124,0.824466880961,-0.099489998287,-0.059489998287,0.0,0.04,body,0.255153235504,0.0,-0.966900629026,0.019182900349,0.0,1.0,0.0,0.007062596679,0.966900629026,0.0,0.255153235504,0.005530231925,0.0,0.0,0.0,1.0
g_fa8a618b5159e5f3,39,rejected_preinsert_pcb_collision,close_y_approach_+x,,,False,False,0.007620000124,0.824460557789,-0.099489998287,-0.059489998287,0.0,0.04,body,0.003793197679,0.0,0.9999928058,0.016516172388,0.0,1.0,0.0,0.007062596679,-0.9999928058,0.0,0.003793197679,0.00627431571,0.0,0.0,0.0,1.0
g_b07579991ece1f47,40,rejected_preinsert_pcb_collision,close_y_approach_-x,,,False,False,0.007620000124,0.824290696979,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.262481130709,0.0,-0.964937125424,0.020318066434,0.0,1.0,0.0,0.007062596679,0.964937125424,0.0,-0.262481130709,0.006531054154,0.0,0.0,0.0,1.0
g_774bc566f1eeb68b,41,rejected_preinsert_pcb_collision,close_y_approach_-x,,,False,False,0.007620000124,0.824262863514,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.003793197679,0.0,-0.9999928058,0.019182900349,0.0,1.0,0.0,0.007062596679,0.9999928058,0.0,-0.003793197679,0.005530231925,0.0,0.0,0.0,1.0
g_3fcffd3420977b2f,42,rejected_preinsert_pcb_collision,close_y_approach_+x,,,False,False,0.007620000124,0.823987761988,-0.099489998287,-0.059489998287,0.0,0.04,body,0.262481130709,0.0,0.964937125424,0.017615062041,0.0,1.0,0.0,0.007062596679,-0.964937125424,0.0,0.262481130709,0.00573260263,0.0,0.0,0.0,1.0
g_0f889dbfb8e3eb61,43,rejected_preinsert_pcb_collision,close_y_approach_-z,,,False,False,0.007620000124,0.82392482835,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.70978388992,0.0,-0.704419498318,0.021616741799,0.0,1.0,0.0,0.007062596679,0.704419498318,0.0,-0.70978388992,0.006433823734,0.0,0.0,0.0,1.0
g_34f071c927f01245,44,rejected_preinsert_pcb_collision,close_y_approach_+x,,,False,False,0.007620000124,0.823902375519,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.496711397348,0.0,0.867915772264,0.014576950051,0.0,1.0,0.0,0.007062596679,-0.867915772264,0.0,-0.496711397348,0.005935198472,0.0,0.0,0.0,1.0
g_adbf4aef2e200086,45,rejected_preinsert_pcb_collision,close_y_approach_+x,,,False,False,0.007620000124,0.823799879398,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.255153235504,0.0,0.966900629026,0.016516172388,0.0,1.0,0.0,0.007062596679,-0.966900629026,0.0,-0.255153235504,0.00627431571,0.0,0.0,0.0,1.0
g_dbd8ed911ee59a65,46,rejected_preinsert_pcb_collision,close_y_approach_+z,,,False,False,0.007620000124,0.823728541266,-0.099489998287,-0.059489998287,0.0,0.04,body,0.70978388992,0.0,0.704419498318,0.020940855156,0.0,1.0,0.0,0.007062596679,-0.704419498318,0.0,0.70978388992,0.005575048651,0.0,0.0,0.0,1.0
g_c02698a071919bdc,47,rejected_preinsert_pcb_collision,close_y_approach_+x,,,False,False,0.007620000124,0.823719083452,-0.099489998287,-0.059489998287,0.0,0.04,body,0.503281408452,0.0,0.864122574585,0.018506531158,0.0,1.0,0.0,0.007062596679,-0.864122574585,0.0,0.503281408452,0.00589995566,0.0,0.0,0.0,1.0
g_4c94bd9631530218,48,rejected_preinsert_pcb_collision,close_y_approach_-x,,,False,False,0.007620000124,0.823455823507,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.262481130709,0.0,-0.964937125424,0.019182900349,0.0,1.0,0.0,0.007062596679,0.964937125424,0.0,-0.262481130709,0.005530231925,0.0,0.0,0.0,1.0
g_53d2e95671299079,49,rejected_preinsert_pcb_collision,close_y_approach_-x,,,False,False,0.007620000124,0.823362082504,-0.099489998287,-0.059489998287,0.0,0.04,body,0.255153235504,0.0,-0.966900629026,0.017447697062,0.0,1.0,0.0,0.007062596679,0.966900629026,0.0,0.255153235504,0.005998067165,0.0,0.0,0.0,1.0
g_963693c441655b63,50,rejected_preinsert_pcb_collision,close_y_approach_-z,,,False,False,0.007620000124,0.823257419058,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.70978388992,0.0,-0.704419498318,0.020940855156,0.0,1.0,0.0,0.007062596679,0.704419498318,0.0,-0.70978388992,0.005575048651,0.0,0.0,0.0,1.0
g_6bb8e3956ca272bb,51,rejected_preinsert_pcb_collision,close_y_approach_+x,,,False,False,0.007620000124,0.823090376599,-0.099489998287,-0.059489998287,0.0,0.04,body,0.262481130709,0.0,0.964937125424,0.019182900349,0.0,1.0,0.0,0.007062596679,-0.964937125424,0.0,0.262481130709,0.005530231925,0.0,0.0,0.0,1.0
g_54bd059c418b21e8,52,rejected_preinsert_pcb_collision,close_y_approach_+z,,,False,False,0.007620000124,0.823061131974,-0.099489998287,-0.059489998287,0.0,0.04,body,0.70978388992,0.0,0.704419498318,0.021616741799,0.0,1.0,0.0,0.007062596679,-0.704419498318,0.0,0.70978388992,0.006433823734,0.0,0.0,0.0,1.0
g_fcf1c6bea7a84adc,53,rejected_preinsert_pcb_collision,close_y_approach_-x,,,False,False,0.007620000124,0.823018805439,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.003793197679,0.0,-0.9999928058,0.017158662011,0.0,1.0,0.0,0.007062596679,0.9999928058,0.0,-0.003793197679,0.005676803182,0.0,0.0,0.0,1.0
g_9450c6ee5c15156b,54,rejected_preinsert_pcb_collision,close_y_approach_+x,,,False,False,0.007620000124,0.822822922757,-0.099489998287,-0.059489998287,0.0,0.04,body,0.003793197679,0.0,0.9999928058,0.019182900349,0.0,1.0,0.0,0.007062596679,-0.9999928058,0.0,0.003793197679,0.005530231925,0.0,0.0,0.0,1.0
g_14665fd476f19de2,55,rejected_preinsert_pcb_collision,close_y_approach_-x,,,False,False,0.007620000124,0.822565034544,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.262481130709,0.0,-0.964937125424,0.017453667285,0.0,1.0,0.0,0.007062596679,0.964937125424,0.0,-0.262481130709,0.006366804328,0.0,0.0,0.0,1.0
g_0f096f9b69f84f92,56,rejected_preinsert_pcb_collision,close_y_approach_+x,,,False,False,0.007620000124,0.822558077149,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.255153235504,0.0,0.966900629026,0.018506531158,0.0,1.0,0.0,0.007062596679,-0.966900629026,0.0,-0.255153235504,0.00589995566,0.0,0.0,0.0,1.0
g_592f08ed138d484a,57,rejected_preinsert_pcb_collision,close_y_approach_+x,,,False,False,0.007620000124,0.822489117582,-0.099489998287,-0.059489998287,0.0,0.04,body,0.262481130709,0.0,0.964937125424,0.019960435268,0.0,1.0,0.0,0.007062596679,-0.964937125424,0.0,0.262481130709,0.006398011224,0.0,0.0,0.0,1.0
g_38c92491cc61116f,58,rejected_preinsert_pcb_collision,close_y_approach_-x,,,False,False,0.007620000124,0.82248481655,-0.099489998287,-0.059489998287,0.0,0.04,body,0.496711397348,0.0,-0.867915772264,0.015157921915,0.0,1.0,0.0,0.007062596679,0.867915772264,0.0,0.496711397348,0.00577707873,0.0,0.0,0.0,1.0
g_403ca8b414782864,59,rejected_preinsert_pcb_collision,close_y_approach_+x,,,False,False,0.007620000124,0.822342909857,-0.099489998287,-0.059489998287,0.0,0.04,body,0.003793197679,0.0,0.9999928058,0.019960435268,0.0,1.0,0.0,0.007062596679,-0.9999928058,0.0,0.003793197679,0.006398011224,0.0,0.0,0.0,1.0
g_7694c5122187275e,60,rejected_preinsert_pcb_collision,close_y_approach_-x,,,False,False,0.007620000124,0.822314141629,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.503281408452,0.0,-0.864122574585,0.018506531158,0.0,1.0,0.0,0.007062596679,0.864122574585,0.0,-0.503281408452,0.00589995566,0.0,0.0,0.0,1.0
g_ffdc895bc9f06703,61,rejected_preinsert_pcb_collision,close_y_approach_+x,,,False,False,0.007620000124,0.821909954309,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.255153235504,0.0,0.966900629026,0.019718745467,0.0,1.0,0.0,0.007062596679,-0.966900629026,0.0,-0.255153235504,0.006361681953,0.0,0.0,0.0,1.0
g_6d9a85b92b86b6f7,62,rejected_preinsert_pcb_collision,close_y_approach_-x,,,False,False,0.007620000124,0.821796066002,-0.099489998287,-0.059489998287,0.0,0.04,body,0.496711397348,0.0,-0.867915772264,0.014061138523,0.0,1.0,0.0,0.007062596679,0.867915772264,0.0,0.496711397348,0.006116213193,0.0,0.0,0.0,1.0
g_52b3b50c0cee632c,63,rejected_preinsert_pcb_collision,close_y_approach_-x,,,False,False,0.007620000124,0.821733702021,-0.099489998287,-0.059489998287,0.0,0.04,body,0.255153235504,0.0,-0.966900629026,0.014834860777,0.0,1.0,0.0,0.007062596679,0.966900629026,0.0,0.255153235504,0.006478134328,0.0,0.0,0.0,1.0
g_faa335570240a78e,64,rejected_preinsert_pcb_collision,close_y_approach_-x,,,False,False,0.007620000124,0.821108048709,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.262481130709,0.0,-0.964937125424,0.015157921915,0.0,1.0,0.0,0.007062596679,0.964937125424,0.0,-0.262481130709,0.00577707873,0.0,0.0,0.0,1.0
g_6cb7cecd889e3513,65,rejected_preinsert_pcb_collision,close_y_approach_-x,,,False,False,0.007620000124,0.818439157162,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.503281408452,0.0,-0.864122574585,0.011199375899,0.0,1.0,0.0,0.007062596679,0.864122574585,0.0,-0.503281408452,0.005921729286,0.0,0.0,0.0,1.0
g_3f474e779fab7047,66,rejected_preinsert_pcb_collision,close_y_approach_-x,,,False,False,0.007620000124,0.817794109271,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.503281408452,0.0,-0.864122574585,0.01028842709,0.0,1.0,0.0,0.007062596679,0.864122574585,0.0,-0.503281408452,0.005400934226,0.0,0.0,0.0,1.0
g_96cd79d81ba9e6da,67,rejected_preinsert_pcb_collision,close_y_approach_+z,,,False,False,0.007620000124,0.813557217269,-0.099489998287,-0.059489998287,0.0,0.04,body,0.966900629026,0.0,0.255153235504,0.020237164641,0.0,1.0,0.0,0.007062596679,-0.255153235504,0.0,0.966900629026,0.005723395901,0.0,0.0,0.0,1.0
g_b33fe0212acd7916,68,rejected_preinsert_pcb_collision,close_y_approach_+z,,,False,False,0.007620000124,0.811248572008,-0.099489998287,-0.059489998287,0.0,0.04,body,0.867915772264,0.0,0.496711397348,0.019682267578,0.0,1.0,0.0,0.007062596679,-0.496711397348,0.0,0.867915772264,0.00582137503,0.0,0.0,0.0,1.0
g_aa0226a485b4eb65,69,rejected_preinsert_pcb_collision,close_y_approach_+z,,,False,False,0.007620000124,0.811171730287,-0.099489998287,-0.059489998287,0.0,0.04,body,0.867915772264,0.0,0.496711397348,0.020864709982,0.0,1.0,0.0,0.007062596679,-0.496711397348,0.0,0.867915772264,0.00528867731,0.0,0.0,0.0,1.0
g_1902b712f7c022eb,70,rejected_preinsert_pcb_collision,close_y_approach_-x,,,False,False,0.007620000124,0.810886034173,-0.099489998287,-0.059489998287,0.0,0.04,body,0.704419498318,0.0,-0.70978388992,0.020318066434,0.0,1.0,0.0,0.007062596679,0.70978388992,0.0,0.704419498318,0.006531054154,0.0,0.0,0.0,1.0
g_acc1c12f69d4d17b,71,rejected_preinsert_pcb_collision,close_y_approach_-z,,,False,False,0.007620000124,0.810787064512,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.966900629026,0.0,-0.255153235504,0.020786817232,0.0,1.0,0.0,0.007062596679,0.255153235504,0.0,-0.966900629026,0.006344258771,0.0,0.0,0.0,1.0
g_0dd965e7ee3aac45,72,rejected_preinsert_pcb_collision,close_y_approach_+z,,,False,False,0.007620000124,0.810783044194,-0.099489998287,-0.059489998287,0.0,0.04,body,0.864122574585,0.0,-0.503281408452,0.014132333836,0.0,1.0,0.0,0.007062596679,0.503281408452,0.0,0.864122574585,0.005301936806,0.0,0.0,0.0,1.0
g_f7d2fc75124eb36c,73,rejected_preinsert_pcb_collision,close_y_approach_+z,,,False,False,0.007620000124,0.810632304724,-0.099489998287,-0.059489998287,0.0,0.04,body,0.867915772264,0.0,0.496711397348,0.020786817232,0.0,1.0,0.0,0.007062596679,-0.496711397348,0.0,0.867915772264,0.006344258771,0.0,0.0,0.0,1.0
g_0156901b82484320,74,rejected_preinsert_pcb_collision,close_y_approach_-x,,,False,False,0.007620000124,0.810541689529,-0.099489998287,-0.059489998287,0.0,0.04,body,0.496711397348,0.0,-0.867915772264,0.020237164641,0.0,1.0,0.0,0.007062596679,0.867915772264,0.0,0.496711397348,0.005723395901,0.0,0.0,0.0,1.0
g_7e59a30e13c9ec82,75,rejected_preinsert_pcb_collision,close_y_approach_-z,,,False,False,0.007620000124,0.810065718186,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.864122574585,0.0,0.503281408452,0.013157958395,0.0,1.0,0.0,0.007062596679,-0.503281408452,0.0,-0.864122574585,0.006313412288,0.0,0.0,0.0,1.0
g_ffaa61f1243c919b,76,rejected_preinsert_pcb_collision,close_y_approach_+z,,,False,False,0.007620000124,0.809944259045,-0.099489998287,-0.059489998287,0.0,0.04,body,0.864122574585,0.0,-0.503281408452,0.013157958395,0.0,1.0,0.0,0.007062596679,0.503281408452,0.0,0.864122574585,0.006313412288,0.0,0.0,0.0,1.0
g_cbec83578e308832,77,rejected_preinsert_pcb_collision,close_y_approach_+z,,,False,False,0.007620000124,0.809839803328,-0.099489998287,-0.059489998287,0.0,0.04,body,0.70978388992,0.0,0.704419498318,0.019182900349,0.0,1.0,0.0,0.007062596679,-0.704419498318,0.0,0.70978388992,0.005530231925,0.0,0.0,0.0,1.0
g_50b2eeafdfd3175c,78,rejected_preinsert_pcb_collision,close_y_approach_-z,,,False,False,0.007620000124,0.8097697884,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.867915772264,0.0,-0.496711397348,0.021616741799,0.0,1.0,0.0,0.007062596679,0.496711397348,0.0,-0.867915772264,0.006433823734,0.0,0.0,0.0,1.0
g_c88bbdc7276c9749,79,rejected_preinsert_pcb_collision,close_y_approach_+x,,,False,False,0.007620000124,0.809741516423,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.704419498318,0.0,0.70978388992,0.013157958395,0.0,1.0,0.0,0.007062596679,-0.70978388992,0.0,-0.704419498318,0.006313412288,0.0,0.0,0.0,1.0
g_938fca620c37fdf5,80,rejected_preinsert_pcb_collision,close_y_approach_-z,,,False,False,0.007620000124,0.809425108662,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.867915772264,0.0,-0.496711397348,0.020318066434,0.0,1.0,0.0,0.007062596679,0.496711397348,0.0,-0.867915772264,0.006531054154,0.0,0.0,0.0,1.0
g_5fb8d37305f2bb37,81,rejected_preinsert_pcb_collision,close_y_approach_-x,,,False,False,0.007620000124,0.809342806844,-0.099489998287,-0.059489998287,0.0,0.04,body,0.496711397348,0.0,-0.867915772264,0.017778319541,0.0,1.0,0.0,0.007062596679,0.867915772264,0.0,0.496711397348,0.005353208185,0.0,0.0,0.0,1.0
g_96e1d972cce66684,82,rejected_preinsert_pcb_collision,close_y_approach_-z,,,False,False,0.007620000124,0.809226933037,-0.099489998287,-0.059489998287,0.0,0.04,body,-0.864122574585,0.0,0.503281408452,0.014132333836,0.0,1.0,0.0,0.007062596679,-0.503281408452,0.0,-0.864122574585,0.005301936806,0.0,0.0,0.0,1.0
